"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",0.0549450549450549,0.0549450549450549,0.0549450549450549,0.169230769230769,0.0549450549450549,0.112087912087912,0.0549450549450549,0.0549450549450549,0.0692307692307692,0.0692307692307692,0.112087912087912,0.0549450549450549,0.0835164835164835
"2",0.0600961538461538,0.106971153846154,0.0600961538461538,0.0600961538461538,0.0600961538461538,0.0600961538461538,0.0757211538461539,0.0913461538461539,0.106971153846154,0.0913461538461539,0.0757211538461539,0.0757211538461539,0.0757211538461539
"3",0.0914368650217707,0.0914368650217707,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0725689404934688,0.0914368650217707,0.0725689404934688,0.0725689404934688
"4",0.0557413600891862,0.11371237458194,0.0992196209587514,0.0557413600891862,0.0557413600891862,0.0557413600891862,0.084726867335563,0.0557413600891862,0.171683389074693,0.0557413600891862,0.0702341137123746,0.0702341137123746,0.0557413600891862
"5",0.0591715976331361,0.0899408284023669,0.105325443786982,0.0591715976331361,0.0591715976331361,0.0591715976331361,0.0745562130177515,0.0591715976331361,0.151479289940828,0.0745562130177515,0.0745562130177515,0.0745562130177515,0.0591715976331361
"6",0.0654885654885655,0.0654885654885655,0.11954261954262,0.106029106029106,0.051975051975052,0.051975051975052,0.051975051975052,0.0654885654885655,0.187110187110187,0.051975051975052,0.051975051975052,0.051975051975052,0.079002079002079
"7",0.0549450549450549,0.0549450549450549,0.0978021978021978,0.126373626373626,0.0549450549450549,0.0549450549450549,0.0549450549450549,0.0692307692307692,0.183516483516484,0.0549450549450549,0.0549450549450549,0.0549450549450549,0.0835164835164835
"8",0.061050061050061,0.0927960927960928,0.0927960927960928,0.061050061050061,0.061050061050061,0.061050061050061,0.061050061050061,0.061050061050061,0.0769230769230769,0.0769230769230769,0.124542124542125,0.0927960927960928,0.0769230769230769
"9",0.120710059171598,0.0591715976331361,0.0745562130177515,0.0591715976331361,0.0745562130177515,0.0591715976331361,0.0591715976331361,0.105325443786982,0.0745562130177515,0.0899408284023669,0.105325443786982,0.0591715976331361,0.0591715976331361
"10",0.0549450549450549,0.0692307692307692,0.197802197802198,0.0549450549450549,0.0549450549450549,0.0692307692307692,0.0692307692307692,0.0549450549450549,0.0978021978021978,0.0835164835164835,0.0835164835164835,0.0549450549450549,0.0549450549450549
